latitude,longitude,temperature
45.035,19.095,0.82
45.035,19.155,0.80
45.035,19.215,0.78
45.035,19.275,0.77
45.035,19.335,0.78
45.035,19.395,0.77
45.035,19.455,0.75
45.035,19.515,0.74
45.035,19.575,0.74
45.035,19.635,0.72
45.035,19.695,0.72
45.035,19.755,0.71
45.035,19.815,0.72
45.035,19.875,0.74
45.035,19.935,0.75
45.035,19.995,0.75
45.035,20.055,0.75
45.035,20.115,0.72
45.035,20.175,0.72
45.035,20.235,0.71
45.035,20.295,0.71
45.035,20.355,0.71
45.035,20.415,0.72
45.035,20.475,0.70
45.035,20.535,0.70
45.035,20.595,0.70
45.035,20.655,0.70
45.035,20.715,0.70
45.035,20.775,0.71
45.035,20.835,0.70
45.035,20.895,0.70
45.035,20.955,0.69
45.035,21.015,0.67
45.035,21.075,0.68
45.035,21.135,0.69
45.035,21.195,0.69
45.035,21.255,0.70
45.035,21.315,0.71
45.035,21.375,0.72
45.035,21.435,0.71
45.035,21.495,0.72
45.035,21.555,0.76
45.035,21.615,0.81
45.035,21.675,0.83
45.035,21.735,0.95
45.035,21.795,1.18
45.035,21.855,1.06
45.035,21.915,1.28
45.035,21.975,1.40
45.035,22.035,1.56
45.035,22.095,1.64
45.035,22.155,1.45
45.035,22.215,1.37
45.035,22.275,1.28
45.035,22.335,1.13
45.035,22.395,1.17
45.035,22.455,1.27
45.035,22.515,1.26
45.035,22.575,0.85
45.035,22.635,1.02
45.035,22.695,0.91
45.035,22.755,0.89
45.035,22.815,0.80
45.035,22.875,0.78
45.035,22.935,0.72
45.035,22.995,0.71
45.035,23.055,0.71
45.035,23.115,0.72
45.035,23.175,0.70
45.035,23.235,0.69
45.035,23.295,0.70
45.035,23.355,0.72
45.095,18.375,0.94
45.095,18.435,0.93
45.095,18.495,0.93
45.095,18.555,0.91
45.095,18.615,0.89
45.095,18.675,0.88
45.095,18.735,0.87
45.095,18.795,0.85
45.095,18.855,0.86
45.095,18.915,0.85
45.095,18.975,0.85
45.095,19.035,0.83
45.095,19.095,0.80
45.095,19.155,0.78
45.095,19.215,0.77
45.095,19.275,0.75
45.095,19.335,0.75
45.095,19.395,0.74
45.095,19.455,0.72
45.095,19.515,0.71
45.095,19.575,0.71
45.095,19.635,0.71
45.095,19.695,0.71
45.095,19.755,0.70
45.095,19.815,0.69
45.095,19.875,0.69
45.095,19.935,0.68
45.095,19.995,0.69
45.095,20.055,0.72
45.095,20.115,0.72
45.095,20.175,0.69
45.095,20.235,0.69
45.095,20.295,0.69
45.095,20.355,0.68
45.095,20.415,0.69
45.095,20.475,0.69
45.095,20.535,0.70
45.095,20.595,0.70
45.095,20.655,0.70
45.095,20.715,0.70
45.095,20.775,0.71
45.095,20.835,0.70
45.095,20.895,0.69
45.095,20.955,0.68
45.095,21.015,0.68
45.095,21.075,0.69
45.095,21.135,0.71
45.095,21.195,0.73
45.095,21.255,0.73
45.095,21.315,0.74
45.095,21.375,0.74
45.095,21.435,0.77
45.095,21.495,0.77
45.095,21.555,0.77
45.095,21.615,0.82
45.095,21.675,0.86
45.095,21.735,0.91
45.095,21.795,1.06
45.095,21.855,1.14
45.095,21.915,1.27
45.095,21.975,1.45
45.095,22.035,1.70
45.095,22.095,1.84
45.095,22.155,1.67
45.095,22.215,1.53
45.095,22.275,1.49
45.095,22.335,1.29
45.095,22.395,1.58
45.095,22.455,1.40
45.095,22.515,1.67
45.095,22.575,1.48
45.095,22.635,0.95
45.095,22.695,1.04
45.095,22.755,0.92
45.095,22.815,0.84
45.095,22.875,0.86
45.095,22.935,0.91
45.095,22.995,0.78
45.095,23.055,0.78
45.095,23.115,0.76
45.095,23.175,0.75
45.095,23.235,0.74
45.095,23.295,0.74
45.095,23.355,0.76
45.155,18.375,0.92
45.155,18.435,0.92
45.155,18.495,0.90
45.155,18.555,0.89
45.155,18.615,0.87
45.155,18.675,0.86
45.155,18.735,0.85
45.155,18.795,0.85
45.155,18.855,0.85
45.155,18.915,0.85
45.155,18.975,0.84
45.155,19.035,0.81
45.155,19.095,0.84
45.155,19.155,0.82
45.155,19.215,0.79
45.155,19.275,0.78
45.155,19.335,0.73
45.155,19.395,0.73
45.155,19.455,0.70
45.155,19.515,0.72
45.155,19.575,0.73
45.155,19.635,0.71
45.155,19.695,0.75
45.155,19.755,0.76
45.155,19.815,0.74
45.155,19.875,0.75
45.155,19.935,0.65
45.155,19.995,0.68
45.155,20.055,0.69
45.155,20.115,0.72
45.155,20.175,0.70
45.155,20.235,0.73
45.155,20.295,0.73
45.155,20.355,0.73
45.155,20.415,0.73
45.155,20.475,0.74
45.155,20.535,0.70
45.155,20.595,0.70
45.155,20.655,0.70
45.155,20.715,0.70
45.155,20.775,0.71
45.155,20.835,0.70
45.155,20.895,0.70
45.155,20.955,0.69
45.155,21.015,0.70
45.155,21.075,0.70
45.155,21.135,0.71
45.155,21.195,0.73
45.155,21.255,0.74
45.155,21.315,0.76
45.155,21.375,0.75
45.155,21.435,0.77
45.155,21.495,0.80
45.155,21.555,0.80
45.155,21.615,0.85
45.155,21.675,0.88
45.155,21.735,0.97
45.155,21.795,1.10
45.155,21.855,1.17
45.155,21.915,1.34
45.155,21.975,1.52
45.155,22.035,2.09
45.155,22.095,2.10
45.155,22.155,1.92
45.155,22.215,1.68
45.155,22.275,1.57
45.155,22.335,1.41
45.155,22.395,1.55
45.155,22.455,1.26
45.155,22.515,1.47
45.155,22.575,1.97
45.155,22.635,1.38
45.155,22.695,1.10
45.155,22.755,1.16
45.155,22.815,0.96
45.155,22.875,1.28
45.155,22.935,1.30
45.155,22.995,1.03
45.155,23.055,1.04
45.155,23.115,0.94
45.155,23.175,1.00
45.155,23.235,0.84
45.155,23.295,0.82
45.155,23.355,0.79
45.215,18.375,0.88
45.215,18.435,0.88
45.215,18.495,0.87
45.215,18.555,0.86
45.215,18.615,0.86
45.215,18.675,0.84
45.215,18.735,0.83
45.215,18.795,0.83
45.215,18.855,0.82
45.215,18.915,0.82
45.215,18.975,0.80
45.215,19.035,0.83
45.215,19.095,0.80
45.215,19.155,0.78
45.215,19.215,0.76
45.215,19.275,0.75
45.215,19.335,0.73
45.215,19.395,0.70
45.215,19.455,0.69
45.215,19.515,0.68
45.215,19.575,0.70
45.215,19.635,0.70
45.215,19.695,0.71
45.215,19.755,0.69
45.215,19.815,0.68
45.215,19.875,0.67
45.215,19.935,0.67
45.215,19.995,0.69
45.215,20.055,0.70
45.215,20.115,0.72
45.215,20.175,0.71
45.215,20.235,0.73
45.215,20.295,0.72
45.215,20.355,0.73
45.215,20.415,0.72
45.215,20.475,0.72
45.215,20.535,0.73
45.215,20.595,0.68
45.215,20.655,0.70
45.215,20.715,0.76
45.215,20.775,0.75
45.215,20.835,0.74
45.215,20.895,0.73
45.215,20.955,0.72
45.215,21.015,0.71
45.215,21.075,0.71
45.215,21.135,0.72
45.215,21.195,0.73
45.215,21.255,0.74
45.215,21.315,0.76
45.215,21.375,0.77
45.215,21.435,0.79
45.215,21.495,0.81
45.215,21.555,0.83
45.215,21.615,0.87
45.215,21.675,0.95
45.215,21.735,1.00
45.215,21.795,1.10
45.215,21.855,1.22
45.215,21.915,1.43
45.215,21.975,1.72
45.215,22.035,1.54
45.215,22.095,1.68
45.215,22.155,1.79
45.215,22.215,1.81
45.215,22.275,1.91
45.215,22.335,1.50
45.215,22.395,1.57
45.215,22.455,1.58
45.215,22.515,1.84
45.215,22.575,2.12
45.215,22.635,2.32
45.215,22.695,1.43
45.215,22.755,1.62
45.215,22.815,1.14
45.215,22.875,1.45
45.215,22.935,1.35
45.215,22.995,1.14
45.215,23.055,1.33
45.215,23.115,1.21
45.215,23.175,1.35
45.215,23.235,1.17
45.215,23.295,1.04
45.215,23.355,1.05
45.275,18.375,0.85
45.275,18.435,0.85
45.275,18.495,0.84
45.275,18.555,0.83
45.275,18.615,0.83
45.275,18.675,0.82
45.275,18.735,0.81
45.275,18.795,0.80
45.275,18.855,0.80
45.275,18.915,0.79
45.275,18.975,0.82
45.275,19.035,0.81
45.275,19.095,0.78
45.275,19.155,0.77
45.275,19.215,0.77
45.275,19.275,0.76
45.275,19.335,0.74
45.275,19.395,0.72
45.275,19.455,0.72
45.275,19.515,0.72
45.275,19.575,0.72
45.275,19.635,0.72
45.275,19.695,0.71
45.275,19.755,0.70
45.275,19.815,0.72
45.275,19.875,0.70
45.275,19.935,0.68
45.275,19.995,0.68
45.275,20.055,0.70
45.275,20.115,0.71
45.275,20.175,0.70
45.275,20.235,0.70
45.275,20.295,0.71
45.275,20.355,0.71
45.275,20.415,0.72
45.275,20.475,0.72
45.275,20.535,0.73
45.275,20.595,0.72
45.275,20.655,0.77
45.275,20.715,0.76
45.275,20.775,0.75
45.275,20.835,0.75
45.275,20.895,0.73
45.275,20.955,0.72
45.275,21.015,0.71
45.275,21.075,0.71
45.275,21.135,0.71
45.275,21.195,0.72
45.275,21.255,0.75
45.275,21.315,0.76
45.275,21.375,0.77
45.275,21.435,0.79
45.275,21.495,0.82
45.275,21.555,0.87
45.275,21.615,0.91
45.275,21.675,0.97
45.275,21.735,1.05
45.275,21.795,1.18
45.275,21.855,1.37
45.275,21.915,1.56
45.275,21.975,1.55
45.275,22.035,1.58
45.275,22.095,1.85
45.275,22.155,1.74
45.275,22.215,1.64
45.275,22.275,1.67
45.275,22.335,1.63
45.275,22.395,2.01
45.275,22.455,1.88
45.275,22.515,2.77
45.275,22.575,2.53
45.275,22.635,1.79
45.275,22.695,1.94
45.275,22.755,2.38
45.275,22.815,2.38
45.275,22.875,1.84
45.275,22.935,1.35
45.275,22.995,1.44
45.275,23.055,1.33
45.275,23.115,1.27
45.275,23.175,1.44
45.275,23.235,1.43
45.275,23.295,1.51
45.275,23.355,1.25
45.335,18.375,0.83
45.335,18.435,0.82
45.335,18.495,0.81
45.335,18.555,0.81
45.335,18.615,0.80
45.335,18.675,0.80
45.335,18.735,0.79
45.335,18.795,0.79
45.335,18.855,0.78
45.335,18.915,0.78
45.335,18.975,0.81
45.335,19.035,0.80
45.335,19.095,0.79
45.335,19.155,0.78
45.335,19.215,0.78
45.335,19.275,0.76
45.335,19.335,0.75
45.335,19.395,0.73
45.335,19.455,0.73
45.335,19.515,0.73
45.335,19.575,0.74
45.335,19.635,0.72
45.335,19.695,0.72
45.335,19.755,0.71
45.335,19.815,0.74
45.335,19.875,0.74
45.335,19.935,0.73
45.335,19.995,0.70
45.335,20.055,0.70
45.335,20.115,0.69
45.335,20.175,0.68
45.335,20.235,0.69
45.335,20.295,0.69
45.335,20.355,0.71
45.335,20.415,0.72
45.335,20.475,0.72
45.335,20.535,0.73
45.335,20.595,0.74
45.335,20.655,0.77
45.335,20.715,0.76
45.335,20.775,0.75
45.335,20.835,0.74
45.335,20.895,0.72
45.335,20.955,0.71
45.335,21.015,0.70
45.335,21.075,0.70
45.335,21.135,0.70
45.335,21.195,0.71
45.335,21.255,0.73
45.335,21.315,0.76
45.335,21.375,0.77
45.335,21.435,0.79
45.335,21.495,0.81
45.335,21.555,0.85
45.335,21.615,0.92
45.335,21.675,0.96
45.335,21.735,1.08
45.335,21.795,1.16
45.335,21.855,1.37
45.335,21.915,1.47
45.335,21.975,1.54
45.335,22.035,1.61
45.335,22.095,1.69
45.335,22.155,1.67
45.335,22.215,1.73
45.335,22.275,1.62
45.335,22.335,1.67
45.335,22.395,2.01
45.335,22.455,2.10
45.335,22.515,1.98
45.335,22.575,3.14
45.335,22.635,1.92
45.335,22.695,1.72
45.335,22.755,1.90
45.335,22.815,2.58
45.335,22.875,2.48
45.335,22.935,2.05
45.335,22.995,1.93
45.335,23.055,1.26
45.335,23.115,1.17
45.335,23.175,1.07
45.335,23.235,1.19
45.335,23.295,1.24
45.335,23.355,1.59
45.395,18.375,0.81
45.395,18.435,0.81
45.395,18.495,0.81
45.395,18.555,0.81
45.395,18.615,0.81
45.395,18.675,0.80
45.395,18.735,0.79
45.395,18.795,0.78
45.395,18.855,0.78
45.395,18.915,0.76
45.395,18.975,0.80
45.395,19.035,0.80
45.395,19.095,0.79
45.395,19.155,0.78
45.395,19.215,0.80
45.395,19.275,0.76
45.395,19.335,0.74
45.395,19.395,0.73
45.395,19.455,0.73
45.395,19.515,0.73
45.395,19.575,0.74
45.395,19.635,0.70
45.395,19.695,0.71
45.395,19.755,0.72
45.395,19.815,0.73
45.395,19.875,0.74
45.395,19.935,0.74
45.395,19.995,0.70
45.395,20.055,0.70
45.395,20.115,0.69
45.395,20.175,0.70
45.395,20.235,0.70
45.395,20.295,0.69
45.395,20.355,0.72
45.395,20.415,0.71
45.395,20.475,0.71
45.395,20.535,0.71
45.395,20.595,0.72
45.395,20.655,0.76
45.395,20.715,0.75
45.395,20.775,0.74
45.395,20.835,0.72
45.395,20.895,0.69
45.395,20.955,0.69
45.395,21.015,0.69
45.395,21.075,0.69
45.395,21.135,0.71
45.395,21.195,0.70
45.395,21.255,0.71
45.395,21.315,0.73
45.395,21.375,0.75
45.395,21.435,0.78
45.395,21.495,0.79
45.395,21.555,0.84
45.395,21.615,0.90
45.395,21.675,0.97
45.395,21.735,1.11
45.395,21.795,1.19
45.395,21.855,1.30
45.395,21.915,1.46
45.395,21.975,1.51
45.395,22.035,1.53
45.395,22.095,1.56
45.395,22.155,1.62
45.395,22.215,1.56
45.395,22.275,1.66
45.395,22.335,1.70
45.395,22.395,1.93
45.395,22.455,2.17
45.395,22.515,1.93
45.395,22.575,1.73
45.395,22.635,1.66
45.395,22.695,2.56
45.395,22.755,1.52
45.395,22.815,1.82
45.395,22.875,2.09
45.395,22.935,2.95
45.395,22.995,1.75
45.395,23.055,1.49
45.395,23.115,1.78
45.395,23.175,1.48
45.395,23.235,1.48
45.395,23.295,1.12
45.395,23.355,1.08
45.455,18.375,0.81
45.455,18.435,0.82
45.455,18.495,0.81
45.455,18.555,0.81
45.455,18.615,0.80
45.455,18.675,0.79
45.455,18.735,0.78
45.455,18.795,0.77
45.455,18.855,0.76
45.455,18.915,0.75
45.455,18.975,0.79
45.455,19.035,0.77
45.455,19.095,0.76
45.455,19.155,0.76
45.455,19.215,0.76
45.455,19.275,0.75
45.455,19.335,0.74
45.455,19.395,0.73
45.455,19.455,0.72
45.455,19.515,0.72
45.455,19.575,0.70
45.455,19.635,0.69
45.455,19.695,0.69
45.455,19.755,0.72
45.455,19.815,0.73
45.455,19.875,0.73
45.455,19.935,0.72
45.455,19.995,0.70
45.455,20.055,0.69
45.455,20.115,0.67
45.455,20.175,0.68
45.455,20.235,0.68
45.455,20.295,0.68
45.455,20.355,0.69
45.455,20.415,0.69
45.455,20.475,0.69
45.455,20.535,0.70
45.455,20.595,0.72
45.455,20.655,0.75
45.455,20.715,0.74
45.455,20.775,0.73
45.455,20.835,0.72
45.455,20.895,0.69
45.455,20.955,0.67
45.455,21.015,0.67
45.455,21.075,0.68
45.455,21.135,0.70
45.455,21.195,0.71
45.455,21.255,0.72
45.455,21.315,0.74
45.455,21.375,0.76
45.455,21.435,0.76
45.455,21.495,0.78
45.455,21.555,0.82
45.455,21.615,0.89
45.455,21.675,0.98
45.455,21.735,1.10
45.455,21.795,1.31
45.455,21.855,1.27
45.455,21.915,1.33
45.455,21.975,1.38
45.455,22.035,1.46
45.455,22.095,1.48
45.455,22.155,1.52
45.455,22.215,1.57
45.455,22.275,1.67
45.455,22.335,1.74
45.455,22.395,1.90
45.455,22.455,1.78
45.455,22.515,2.51
45.455,22.575,1.51
45.455,22.635,1.89
45.455,22.695,1.65
45.455,22.755,1.77
45.455,22.815,1.33
45.455,22.875,1.32
45.455,22.935,1.37
45.455,22.995,1.24
45.455,23.055,1.23
45.455,23.115,1.21
45.455,23.175,1.15
45.455,23.235,1.20
45.455,23.295,1.27
45.455,23.355,1.35
45.515,18.375,0.80
45.515,18.435,0.82
45.515,18.495,0.81
45.515,18.555,0.80
45.515,18.615,0.78
45.515,18.675,0.76
45.515,18.735,0.75
45.515,18.795,0.74
45.515,18.855,0.73
45.515,18.915,0.73
45.515,18.975,0.76
45.515,19.035,0.75
45.515,19.095,0.76
45.515,19.155,0.75
45.515,19.215,0.74
45.515,19.275,0.74
45.515,19.335,0.73
45.515,19.395,0.72
45.515,19.455,0.72
45.515,19.515,0.72
45.515,19.575,0.70
45.515,19.635,0.68
45.515,19.695,0.68
45.515,19.755,0.70
45.515,19.815,0.73
45.515,19.875,0.71
45.515,19.935,0.69
45.515,19.995,0.67
45.515,20.055,0.66
45.515,20.115,0.66
45.515,20.175,0.67
45.515,20.235,0.67
45.515,20.295,0.67
45.515,20.355,0.67
45.515,20.415,0.67
45.515,20.475,0.67
45.515,20.535,0.68
45.515,20.595,0.70
45.515,20.655,0.72
45.515,20.715,0.72
45.515,20.775,0.70
45.515,20.835,0.68
45.515,20.895,0.67
45.515,20.955,0.67
45.515,21.015,0.66
45.515,21.075,0.67
45.515,21.135,0.68
45.515,21.195,0.69
45.515,21.255,0.69
45.515,21.315,0.70
45.515,21.375,0.71
45.515,21.435,0.74
45.515,21.495,0.77
45.515,21.555,0.79
45.515,21.615,0.85
45.515,21.675,0.94
45.515,21.735,1.08
45.515,21.795,1.21
45.515,21.855,1.29
45.515,21.915,1.36
45.515,21.975,1.42
45.515,22.035,1.49
45.515,22.095,1.55
45.515,22.155,1.55
45.515,22.215,1.61
45.515,22.275,1.69
45.515,22.335,1.68
45.515,22.395,1.68
45.515,22.455,1.72
45.515,22.515,1.25
45.515,22.575,1.29
45.515,22.635,1.33
45.515,22.695,1.41
45.515,22.755,1.29
45.515,22.815,1.27
45.515,22.875,1.23
45.515,22.935,1.23
45.515,22.995,1.20
45.515,23.055,1.23
45.515,23.115,1.23
45.515,23.175,1.38
45.515,23.235,1.60
45.515,23.295,1.69
45.515,23.355,1.40
45.575,18.375,0.79
45.575,18.435,0.80
45.575,18.495,0.79
45.575,18.555,0.78
45.575,18.615,0.77
45.575,18.675,0.78
45.575,18.735,0.74
45.575,18.795,0.73
45.575,18.855,0.73
45.575,18.915,0.72
45.575,18.975,0.77
45.575,19.035,0.76
45.575,19.095,0.75
45.575,19.155,0.74
45.575,19.215,0.74
45.575,19.275,0.73
45.575,19.335,0.72
45.575,19.395,0.71
45.575,19.455,0.71
45.575,19.515,0.70
45.575,19.575,0.69
45.575,19.635,0.67
45.575,19.695,0.66
45.575,19.755,0.66
45.575,19.815,0.68
45.575,19.875,0.66
45.575,19.935,0.65
45.575,19.995,0.65
45.575,20.055,0.65
45.575,20.115,0.66
45.575,20.175,0.66
45.575,20.235,0.66
45.575,20.295,0.65
45.575,20.355,0.66
45.575,20.415,0.66
45.575,20.475,0.66
45.575,20.535,0.67
45.575,20.595,0.71
45.575,20.655,0.71
45.575,20.715,0.70
45.575,20.775,0.68
45.575,20.835,0.67
45.575,20.895,0.66
45.575,20.955,0.66
45.575,21.015,0.66
45.575,21.075,0.65
45.575,21.135,0.65
45.575,21.195,0.66
45.575,21.255,0.67
45.575,21.315,0.68
45.575,21.375,0.68
45.575,21.435,0.71
45.575,21.495,0.74
45.575,21.555,0.77
45.575,21.615,0.81
45.575,21.675,0.92
45.575,21.735,1.05
45.575,21.795,1.18
45.575,21.855,1.33
45.575,21.915,1.40
45.575,21.975,1.46
45.575,22.035,1.52
45.575,22.095,1.57
45.575,22.155,1.63
45.575,22.215,1.81
45.575,22.275,1.95
45.575,22.335,2.09
45.575,22.395,2.08
45.575,22.455,1.83
45.575,22.515,1.48
45.575,22.575,1.66
45.575,22.635,1.58
45.575,22.695,1.47
45.575,22.755,1.41
45.575,22.815,1.39
45.575,22.875,1.39
45.575,22.935,1.38
45.575,22.995,1.38
45.575,23.055,1.60
45.575,23.115,1.53
45.575,23.175,1.49
45.575,23.235,1.44
45.575,23.295,1.53
45.575,23.355,1.43
45.635,18.375,0.78
45.635,18.435,0.78
45.635,18.495,0.77
45.635,18.555,0.76
45.635,18.615,0.75
45.635,18.675,0.74
45.635,18.735,0.74
45.635,18.795,0.72
45.635,18.855,0.71
45.635,18.915,0.72
45.635,18.975,0.76
45.635,19.035,0.75
45.635,19.095,0.74
45.635,19.155,0.74
45.635,19.215,0.73
45.635,19.275,0.73
45.635,19.335,0.73
45.635,19.395,0.73
45.635,19.455,0.68
45.635,19.515,0.67
45.635,19.575,0.66
45.635,19.635,0.66
45.635,19.695,0.64
45.635,19.755,0.64
45.635,19.815,0.64
45.635,19.875,0.64
45.635,19.935,0.64
45.635,19.995,0.64
45.635,20.055,0.66
45.635,20.115,0.65
45.635,20.175,0.65
45.635,20.235,0.65
45.635,20.295,0.65
45.635,20.355,0.66
45.635,20.415,0.66
45.635,20.475,0.68
45.635,20.535,0.70
45.635,20.595,0.70
45.635,20.655,0.70
45.635,20.715,0.69
45.635,20.775,0.67
45.635,20.835,0.66
45.635,20.895,0.66
45.635,20.955,0.66
45.635,21.015,0.64
45.635,21.075,0.63
45.635,21.135,0.63
45.635,21.195,0.64
45.635,21.255,0.65
45.635,21.315,0.66
45.635,21.375,0.68
45.635,21.435,0.70
45.635,21.495,0.72
45.635,21.555,0.75
45.635,21.615,0.76
45.635,21.675,0.78
45.635,21.735,0.92
45.635,21.795,1.14
45.635,21.855,1.40
45.635,21.915,1.43
45.635,21.975,1.48
45.635,22.035,1.55
45.635,22.095,1.66
45.635,22.155,1.88
45.635,22.215,1.87
45.635,22.275,2.11
45.635,22.335,2.15
45.635,22.395,1.67
45.635,22.455,1.69
45.635,22.515,1.61
45.635,22.575,1.50
45.635,22.635,1.49
45.635,22.695,1.64
45.635,22.755,1.71
45.635,22.815,1.74
45.635,22.875,1.61
45.635,22.935,1.57
45.635,22.995,1.45
45.635,23.055,1.45
45.635,23.115,1.34
45.635,23.175,1.45
45.635,23.235,1.33
45.635,23.295,1.56
45.635,23.355,1.55
45.695,18.375,0.77
45.695,18.435,0.77
45.695,18.495,0.76
45.695,18.555,0.75
45.695,18.615,0.73
45.695,18.675,0.72
45.695,18.735,0.72
45.695,18.795,0.71
45.695,18.855,0.69
45.695,18.915,0.72
45.695,18.975,0.75
45.695,19.035,0.74
45.695,19.095,0.73
45.695,19.155,0.72
45.695,19.215,0.72
45.695,19.275,0.72
45.695,19.335,0.72
45.695,19.395,0.71
45.695,19.455,0.68
45.695,19.515,0.66
45.695,19.575,0.64
45.695,19.635,0.63
45.695,19.695,0.63
45.695,19.755,0.63
45.695,19.815,0.62
45.695,19.875,0.62
45.695,19.935,0.63
45.695,19.995,0.63
45.695,20.055,0.64
45.695,20.115,0.64
45.695,20.175,0.63
45.695,20.235,0.63
45.695,20.295,0.65
45.695,20.355,0.71
45.695,20.415,0.71
45.695,20.475,0.71
45.695,20.535,0.72
45.695,20.595,0.72
45.695,20.655,0.68
45.695,20.715,0.68
45.695,20.775,0.67
45.695,20.835,0.66
45.695,20.895,0.65
45.695,20.955,0.65
45.695,21.015,0.60
45.695,21.075,0.61
45.695,21.135,0.62
45.695,21.195,0.63
45.695,21.255,0.64
45.695,21.315,0.65
45.695,21.375,0.67
45.695,21.435,0.70
45.695,21.495,0.72
45.695,21.555,0.75
45.695,21.615,0.76
45.695,21.675,0.78
45.695,21.735,0.81
45.695,21.795,0.90
45.695,21.855,1.41
45.695,21.915,1.45
45.695,21.975,1.53
45.695,22.035,1.64
45.695,22.095,1.71
45.695,22.155,1.73
45.695,22.215,2.08
45.695,22.275,2.05
45.695,22.335,1.44
45.695,22.395,1.54
45.695,22.455,1.67
45.695,22.515,1.78
45.695,22.575,1.83
45.695,22.635,1.70
45.695,22.695,1.72
45.695,22.755,1.77
45.695,22.815,1.63
45.695,22.875,1.54
45.695,22.935,1.59
45.695,22.995,1.50
45.695,23.055,1.48
45.695,23.115,1.22
45.695,23.175,1.23
45.695,23.235,1.53
45.695,23.295,1.52
45.695,23.355,1.33
45.755,18.375,0.75
45.755,18.435,0.74
45.755,18.495,0.74
45.755,18.555,0.73
45.755,18.615,0.72
45.755,18.675,0.71
45.755,18.735,0.70
45.755,18.795,0.69
45.755,18.855,0.68
45.755,18.915,0.72
45.755,18.975,0.71
45.755,19.035,0.71
45.755,19.095,0.70
45.755,19.155,0.72
45.755,19.215,0.70
45.755,19.275,0.70
45.755,19.335,0.70
45.755,19.395,0.70
45.755,19.455,0.68
45.755,19.515,0.66
45.755,19.575,0.64
45.755,19.635,0.63
45.755,19.695,0.62
45.755,19.755,0.61
45.755,19.815,0.61
45.755,19.875,0.61
45.755,19.935,0.61
45.755,19.995,0.61
45.755,20.055,0.62
45.755,20.115,0.62
45.755,20.175,0.62
45.755,20.235,0.62
45.755,20.295,0.67
45.755,20.355,0.69
45.755,20.415,0.69
45.755,20.475,0.69
45.755,20.535,0.69
45.755,20.595,0.69
45.755,20.655,0.69
45.755,20.715,0.65
45.755,20.775,0.62
45.755,20.835,0.61
45.755,20.895,0.61
45.755,20.955,0.61
45.755,21.015,0.60
45.755,21.075,0.60
45.755,21.135,0.62
45.755,21.195,0.63
45.755,21.255,0.65
45.755,21.315,0.67
45.755,21.375,0.69
45.755,21.435,0.71
45.755,21.495,0.74
45.755,21.555,0.76
45.755,21.615,0.78
45.755,21.675,0.80
45.755,21.735,0.83
45.755,21.795,0.87
45.755,21.855,0.97
45.755,21.915,1.02
45.755,21.975,1.07
45.755,22.035,1.13
45.755,22.095,1.19
45.755,22.155,1.25
45.755,22.215,1.35
45.755,22.275,1.42
45.755,22.335,1.51
45.755,22.395,1.67
45.755,22.455,1.66
45.755,22.515,1.66
45.755,22.575,1.69
45.755,22.635,1.68
45.755,22.695,1.58
45.755,22.755,1.70
45.755,22.815,1.58
45.755,22.875,1.57
45.755,22.935,1.60
45.755,22.995,1.64
45.755,23.055,1.72
45.755,23.115,1.22
45.755,23.175,1.22
45.755,23.235,1.24
45.755,23.295,1.26
45.755,23.355,1.48
45.815,18.375,0.75
45.815,18.435,0.74
45.815,18.495,0.73
45.815,18.555,0.73
45.815,18.615,0.71
45.815,18.675,0.70
45.815,18.735,0.69
45.815,18.795,0.68
45.815,18.855,0.66
45.815,18.915,0.70
45.815,18.975,0.70
45.815,19.035,0.70
45.815,19.095,0.68
45.815,19.155,0.66
45.815,19.215,0.67
45.815,19.275,0.70
45.815,19.335,0.69
45.815,19.395,0.69
45.815,19.455,0.68
45.815,19.515,0.67
45.815,19.575,0.65
45.815,19.635,0.65
45.815,19.695,0.61
45.815,19.755,0.60
45.815,19.815,0.60
45.815,19.875,0.60
45.815,19.935,0.60
45.815,19.995,0.60
45.815,20.055,0.61
45.815,20.115,0.61
45.815,20.175,0.61
45.815,20.235,0.61
45.815,20.295,0.66
45.815,20.355,0.65
45.815,20.415,0.67
45.815,20.475,0.65
45.815,20.535,0.65
45.815,20.595,0.64
45.815,20.655,0.64
45.815,20.715,0.63
45.815,20.775,0.62
45.815,20.835,0.61
45.815,20.895,0.61
45.815,20.955,0.61
45.815,21.015,0.60
45.815,21.075,0.61
45.815,21.135,0.61
45.815,21.195,0.63
45.815,21.255,0.64
45.815,21.315,0.67
45.815,21.375,0.70
45.815,21.435,0.73
45.815,21.495,0.76
45.815,21.555,0.78
45.815,21.615,0.80
45.815,21.675,0.83
45.815,21.735,0.84
45.815,21.795,0.88
45.815,21.855,0.97
45.815,21.915,1.02
45.815,21.975,1.07
45.815,22.035,1.13
45.815,22.095,1.19
45.815,22.155,1.27
45.815,22.215,1.36
45.815,22.275,1.44
45.815,22.335,1.48
45.815,22.395,1.60
45.815,22.455,1.59
45.815,22.515,1.70
45.815,22.575,1.77
45.815,22.635,1.74
45.815,22.695,1.82
45.815,22.755,1.79
45.815,22.815,1.71
45.815,22.875,1.70
45.815,22.935,1.73
45.815,22.995,1.79
45.815,23.055,1.25
45.815,23.115,1.26
45.815,23.175,1.27
45.815,23.235,1.27
45.815,23.295,1.24
45.815,23.355,1.35
45.875,18.375,0.78
