latitude,longitude,temperature
44.195,19.755,1.01
44.195,19.815,1.02
44.195,19.875,1.02
44.195,19.935,0.97
44.195,19.995,0.98
44.195,20.055,0.97
44.195,20.115,0.99
44.195,20.175,0.99
44.195,20.235,0.85
44.195,20.295,0.87
44.195,20.355,0.92
44.195,20.415,0.90
44.195,20.475,0.92
44.195,20.535,0.88
44.195,20.595,0.83
44.195,20.655,0.77
44.195,20.715,0.77
44.195,20.775,0.71
44.195,20.835,0.69
44.195,20.895,0.67
44.195,20.955,0.64
44.195,21.015,0.63
44.195,21.075,0.65
44.195,21.135,0.63
44.195,21.195,0.63
44.195,21.255,0.63
44.195,21.315,0.65
44.195,21.375,0.69
44.195,21.435,0.75
44.195,21.495,0.83
44.195,21.555,0.79
44.195,21.615,0.81
44.195,21.675,0.81
44.195,21.735,0.67
44.195,21.795,0.62
44.195,21.855,0.73
44.195,21.915,0.76
44.195,21.975,0.79
44.195,22.035,0.80
44.195,22.095,0.75
44.195,22.155,0.73
44.195,22.215,0.77
44.195,22.275,0.70
44.195,22.335,0.68
44.195,22.395,0.65
44.195,22.455,0.63
44.195,22.515,0.60
44.195,22.575,0.59
44.195,22.635,0.59
44.195,22.695,0.57
44.195,22.755,0.57
44.195,22.815,0.56
44.195,22.875,0.55
44.195,22.935,0.57
44.195,22.995,0.59
44.195,23.055,0.61
44.195,23.115,0.62
44.195,23.175,0.63
44.195,23.235,0.64
44.195,23.295,0.65
44.195,23.355,0.65
44.255,18.375,1.21
44.255,18.435,1.02
44.255,18.495,1.08
44.255,18.555,1.22
44.255,18.615,1.20
44.255,18.675,1.04
44.255,18.735,1.04
44.255,18.795,1.23
44.255,18.855,1.03
44.255,18.915,1.29
44.255,18.975,1.21
44.255,19.035,1.12
44.255,19.095,1.07
44.255,19.155,1.29
44.255,19.215,1.17
44.255,19.275,1.19
44.255,19.335,1.09
44.255,19.395,1.19
44.255,19.455,1.29
44.255,19.515,1.20
44.255,19.575,1.16
44.255,19.635,1.21
44.255,19.695,0.97
44.255,19.755,1.04
44.255,19.815,0.95
44.255,19.875,0.94
44.255,19.935,0.94
44.255,19.995,0.95
44.255,20.055,0.94
44.255,20.115,0.94
44.255,20.175,0.94
44.255,20.235,0.85
44.255,20.295,0.82
44.255,20.355,0.83
44.255,20.415,0.82
44.255,20.475,0.80
44.255,20.535,0.82
44.255,20.595,0.87
44.255,20.655,0.75
44.255,20.715,0.74
44.255,20.775,0.71
44.255,20.835,0.67
44.255,20.895,0.67
44.255,20.955,0.65
44.255,21.015,0.63
44.255,21.075,0.62
44.255,21.135,0.63
44.255,21.195,0.63
44.255,21.255,0.65
44.255,21.315,0.67
44.255,21.375,0.68
44.255,21.435,0.69
44.255,21.495,0.71
44.255,21.555,0.70
44.255,21.615,0.76
44.255,21.675,0.69
44.255,21.735,0.69
44.255,21.795,0.69
44.255,21.855,0.82
44.255,21.915,0.79
44.255,21.975,0.71
44.255,22.035,0.76
44.255,22.095,0.65
44.255,22.155,0.63
44.255,22.215,0.72
44.255,22.275,0.61
44.255,22.335,0.65
44.255,22.395,0.67
44.255,22.455,0.62
44.255,22.515,0.61
44.255,22.575,0.64
44.255,22.635,0.60
44.255,22.695,0.61
44.255,22.755,0.57
44.255,22.815,0.56
44.255,22.875,0.55
44.255,22.935,0.56
44.255,22.995,0.58
44.255,23.055,0.60
44.255,23.115,0.65
44.255,23.175,0.65
44.255,23.235,0.65
44.255,23.295,0.64
44.255,23.355,0.65
44.315,18.375,1.04
44.315,18.435,1.09
44.315,18.495,1.25
44.315,18.555,1.10
44.315,18.615,1.17
44.315,18.675,0.96
44.315,18.735,1.11
44.315,18.795,1.20
44.315,18.855,1.09
44.315,18.915,1.14
44.315,18.975,1.16
44.315,19.035,1.05
44.315,19.095,1.05
44.315,19.155,1.09
44.315,19.215,1.25
44.315,19.275,1.28
44.315,19.335,1.23
44.315,19.395,1.40
44.315,19.455,1.12
44.315,19.515,1.10
44.315,19.575,1.08
44.315,19.635,1.11
44.315,19.695,1.02
44.315,19.755,0.99
44.315,19.815,0.97
44.315,19.875,0.96
44.315,19.935,0.92
44.315,19.995,0.93
44.315,20.055,0.93
44.315,20.115,0.92
44.315,20.175,0.92
44.315,20.235,0.80
44.315,20.295,0.80
44.315,20.355,0.78
44.315,20.415,0.80
44.315,20.475,0.79
44.315,20.535,0.74
44.315,20.595,0.74
44.315,20.655,0.71
44.315,20.715,0.69
44.315,20.775,0.71
44.315,20.835,0.69
44.315,20.895,0.65
44.315,20.955,0.64
44.315,21.015,0.64
44.315,21.075,0.63
44.315,21.135,0.63
44.315,21.195,0.64
44.315,21.255,0.67
44.315,21.315,0.65
44.315,21.375,0.67
44.315,21.435,0.68
44.315,21.495,0.72
44.315,21.555,0.95
44.315,21.615,0.83
44.315,21.675,0.83
44.315,21.735,0.81
44.315,21.795,0.89
44.315,21.855,0.83
44.315,21.915,0.71
44.315,21.975,0.71
44.315,22.035,0.69
44.315,22.095,0.59
44.315,22.155,0.59
44.315,22.215,0.60
44.315,22.275,0.64
44.315,22.335,0.62
44.315,22.395,0.64
44.315,22.455,0.66
44.315,22.515,0.62
44.315,22.575,0.63
44.315,22.635,0.64
44.315,22.695,0.61
44.315,22.755,0.59
44.315,22.815,0.58
44.315,22.875,0.56
44.315,22.935,0.58
44.315,22.995,0.60
44.315,23.055,0.62
44.315,23.115,0.65
44.315,23.175,0.65
44.315,23.235,0.64
44.315,23.295,0.64
44.315,23.355,0.65
44.375,18.375,0.94
44.375,18.435,1.04
44.375,18.495,1.01
44.375,18.555,0.96
44.375,18.615,0.98
44.375,18.675,0.96
44.375,18.735,1.01
44.375,18.795,1.14
44.375,18.855,1.11
44.375,18.915,1.04
44.375,18.975,1.06
44.375,19.035,1.10
44.375,19.095,1.06
44.375,19.155,1.11
44.375,19.215,1.08
44.375,19.275,1.26
44.375,19.335,1.07
44.375,19.395,1.06
44.375,19.455,1.08
44.375,19.515,1.09
44.375,19.575,1.05
44.375,19.635,0.95
44.375,19.695,1.02
44.375,19.755,1.02
44.375,19.815,1.01
44.375,19.875,0.94
44.375,19.935,0.92
44.375,19.995,0.91
44.375,20.055,0.91
44.375,20.115,0.89
44.375,20.175,0.87
44.375,20.235,0.78
44.375,20.295,0.78
44.375,20.355,0.76
44.375,20.415,0.73
44.375,20.475,0.74
44.375,20.535,0.71
44.375,20.595,0.71
44.375,20.655,0.69
44.375,20.715,0.68
44.375,20.775,0.68
44.375,20.835,0.67
44.375,20.895,0.66
44.375,20.955,0.64
44.375,21.015,0.63
44.375,21.075,0.63
44.375,21.135,0.63
44.375,21.195,0.64
44.375,21.255,0.66
44.375,21.315,0.65
44.375,21.375,0.67
44.375,21.435,0.72
44.375,21.495,0.74
44.375,21.555,0.79
44.375,21.615,0.85
44.375,21.675,0.82
44.375,21.735,0.86
44.375,21.795,0.84
44.375,21.855,0.78
44.375,21.915,0.68
44.375,21.975,0.73
44.375,22.035,0.65
44.375,22.095,0.70
44.375,22.155,0.64
44.375,22.215,0.61
44.375,22.275,0.62
44.375,22.335,0.62
44.375,22.395,0.61
44.375,22.455,0.63
44.375,22.515,0.63
44.375,22.575,0.62
44.375,22.635,0.61
44.375,22.695,0.62
44.375,22.755,0.61
44.375,22.815,0.60
44.375,22.875,0.59
44.375,22.935,0.61
44.375,22.995,0.63
44.375,23.055,0.64
44.375,23.115,0.65
44.375,23.175,0.65
44.375,23.235,0.65
44.375,23.295,0.64
44.375,23.355,0.64
44.435,18.375,0.96
44.435,18.435,1.01
44.435,18.495,1.01
44.435,18.555,0.95
44.435,18.615,0.93
44.435,18.675,1.00
44.435,18.735,1.01
44.435,18.795,1.01
44.435,18.855,1.01
44.435,18.915,1.05
44.435,18.975,1.12
44.435,19.035,1.05
44.435,19.095,0.98
44.435,19.155,0.96
44.435,19.215,0.98
44.435,19.275,1.11
44.435,19.335,1.01
44.435,19.395,1.02
44.435,19.455,1.00
44.435,19.515,1.04
44.435,19.575,0.94
44.435,19.635,0.91
44.435,19.695,0.92
44.435,19.755,1.00
44.435,19.815,0.94
44.435,19.875,0.92
44.435,19.935,0.89
44.435,19.995,0.88
44.435,20.055,0.89
44.435,20.115,0.89
44.435,20.175,0.80
44.435,20.235,0.77
44.435,20.295,0.76
44.435,20.355,0.74
44.435,20.415,0.72
44.435,20.475,0.73
44.435,20.535,0.74
44.435,20.595,0.72
44.435,20.655,0.70
44.435,20.715,0.69
44.435,20.775,0.71
44.435,20.835,0.67
44.435,20.895,0.66
44.435,20.955,0.66
44.435,21.015,0.64
44.435,21.075,0.62
44.435,21.135,0.64
44.435,21.195,0.64
44.435,21.255,0.66
44.435,21.315,0.65
44.435,21.375,0.69
44.435,21.435,0.73
44.435,21.495,0.73
44.435,21.555,0.77
44.435,21.615,0.80
44.435,21.675,0.73
44.435,21.735,0.70
44.435,21.795,0.71
44.435,21.855,0.70
44.435,21.915,0.80
44.435,21.975,0.73
44.435,22.035,0.69
44.435,22.095,0.65
44.435,22.155,0.58
44.435,22.215,0.68
44.435,22.275,0.65
44.435,22.335,0.66
44.435,22.395,0.66
44.435,22.455,0.60
44.435,22.515,0.59
44.435,22.575,0.60
44.435,22.635,0.61
44.435,22.695,0.64
44.435,22.755,0.66
44.435,22.815,0.63
44.435,22.875,0.61
44.435,22.935,0.64
44.435,22.995,0.64
44.435,23.055,0.62
44.435,23.115,0.67
44.435,23.175,0.66
44.435,23.235,0.66
44.435,23.295,0.64
44.435,23.355,0.65
44.495,18.375,0.97
44.495,18.435,0.96
44.495,18.495,0.94
44.495,18.555,0.96
44.495,18.615,0.94
44.495,18.675,1.03
44.495,18.735,1.07
44.495,18.795,1.05
44.495,18.855,1.08
44.495,18.915,1.14
44.495,18.975,1.04
44.495,19.035,0.97
44.495,19.095,0.94
44.495,19.155,1.04
44.495,19.215,0.96
44.495,19.275,0.92
44.495,19.335,0.90
44.495,19.395,0.91
44.495,19.455,0.90
44.495,19.515,0.92
44.495,19.575,0.91
44.495,19.635,0.88
44.495,19.695,0.87
44.495,19.755,0.86
44.495,19.815,0.92
44.495,19.875,0.90
44.495,19.935,0.89
44.495,19.995,0.88
44.495,20.055,0.87
44.495,20.115,0.77
44.495,20.175,0.77
44.495,20.235,0.76
44.495,20.295,0.75
44.495,20.355,0.75
44.495,20.415,0.75
44.495,20.475,0.72
44.495,20.535,0.70
44.495,20.595,0.72
44.495,20.655,0.69
44.495,20.715,0.75
44.495,20.775,0.72
44.495,20.835,0.70
44.495,20.895,0.65
44.495,20.955,0.63
44.495,21.015,0.62
44.495,21.075,0.62
44.495,21.135,0.64
44.495,21.195,0.64
44.495,21.255,0.68
44.495,21.315,0.65
44.495,21.375,0.68
44.495,21.435,0.72
44.495,21.495,0.72
44.495,21.555,0.77
44.495,21.615,0.74
44.495,21.675,0.77
44.495,21.735,0.71
44.495,21.795,0.72
44.495,21.855,0.78
44.495,21.915,0.80
44.495,21.975,0.67
44.495,22.035,0.60
44.495,22.095,0.57
44.495,22.155,0.61
44.495,22.215,0.61
44.495,22.275,0.72
44.495,22.335,0.73
44.495,22.395,0.68
44.495,22.455,0.61
44.495,22.515,0.59
44.495,22.575,0.60
44.495,22.635,0.62
44.495,22.695,0.64
44.495,22.755,0.66
44.495,22.815,0.68
44.495,22.875,0.64
44.495,22.935,0.66
44.495,22.995,0.65
44.495,23.055,0.63
44.495,23.115,0.67
44.495,23.175,0.66
44.495,23.235,0.68
44.495,23.295,0.65
44.495,23.355,0.67
44.555,18.375,0.92
44.555,18.435,0.94
44.555,18.495,0.92
44.555,18.555,0.95
44.555,18.615,0.94
44.555,18.675,1.06
44.555,18.735,1.02
44.555,18.795,1.00
44.555,18.855,1.12
44.555,18.915,1.01
44.555,18.975,0.93
44.555,19.035,1.01
44.555,19.095,0.94
44.555,19.155,0.93
44.555,19.215,0.93
44.555,19.275,0.92
44.555,19.335,0.91
44.555,19.395,0.90
44.555,19.455,0.93
44.555,19.515,0.90
44.555,19.575,0.87
44.555,19.635,0.86
44.555,19.695,0.86
44.555,19.755,0.84
44.555,19.815,0.83
44.555,19.875,0.80
44.555,19.935,0.79
44.555,19.995,0.79
44.555,20.055,0.78
44.555,20.115,0.76
44.555,20.175,0.77
44.555,20.235,0.77
44.555,20.295,0.78
44.555,20.355,0.78
44.555,20.415,0.74
44.555,20.475,0.76
44.555,20.535,0.74
44.555,20.595,0.73
44.555,20.655,0.72
44.555,20.715,0.72
44.555,20.775,0.69
44.555,20.835,0.66
44.555,20.895,0.65
44.555,20.955,0.64
44.555,21.015,0.62
44.555,21.075,0.63
44.555,21.135,0.63
44.555,21.195,0.65
44.555,21.255,0.65
44.555,21.315,0.66
44.555,21.375,0.70
44.555,21.435,0.75
44.555,21.495,0.72
44.555,21.555,0.70
44.555,21.615,0.77
44.555,21.675,0.72
44.555,21.735,0.84
44.555,21.795,0.75
44.555,21.855,0.80
44.555,21.915,0.76
44.555,21.975,0.74
44.555,22.035,0.58
44.555,22.095,0.63
44.555,22.155,0.77
44.555,22.215,0.68
44.555,22.275,0.74
44.555,22.335,0.77
44.555,22.395,0.78
44.555,22.455,0.65
44.555,22.515,0.61
44.555,22.575,0.61
44.555,22.635,0.65
44.555,22.695,0.66
44.555,22.755,0.64
44.555,22.815,0.69
44.555,22.875,0.67
44.555,22.935,0.66
44.555,22.995,0.65
44.555,23.055,0.66
44.555,23.115,0.66
44.555,23.175,0.66
44.555,23.235,0.69
44.555,23.295,0.68
44.555,23.355,0.69
44.615,18.375,0.88
44.615,18.435,0.90
44.615,18.495,0.95
44.615,18.555,0.95
44.615,18.615,0.92
44.615,18.675,1.12
44.615,18.735,1.12
44.615,18.795,1.08
44.615,18.855,0.96
44.615,18.915,0.94
44.615,18.975,0.92
44.615,19.035,0.95
44.615,19.095,0.89
44.615,19.155,0.90
44.615,19.215,0.91
44.615,19.275,0.90
44.615,19.335,0.89
44.615,19.395,0.94
44.615,19.455,0.93
44.615,19.515,0.84
44.615,19.575,0.83
44.615,19.635,0.82
44.615,19.695,0.82
44.615,19.755,0.81
44.615,19.815,0.79
44.615,19.875,0.78
44.615,19.935,0.75
44.615,19.995,0.75
44.615,20.055,0.74
44.615,20.115,0.76
44.615,20.175,0.75
44.615,20.235,0.77
44.615,20.295,0.76
44.615,20.355,0.75
44.615,20.415,0.77
44.615,20.475,0.77
44.615,20.535,0.70
44.615,20.595,0.73
44.615,20.655,0.72
44.615,20.715,0.73
44.615,20.775,0.70
44.615,20.835,0.68
44.615,20.895,0.67
44.615,20.955,0.63
44.615,21.015,0.62
44.615,21.075,0.62
44.615,21.135,0.63
44.615,21.195,0.63
44.615,21.255,0.64
44.615,21.315,0.67
44.615,21.375,0.71
44.615,21.435,0.69
44.615,21.495,0.69
44.615,21.555,0.74
44.615,21.615,0.72
44.615,21.675,0.86
44.615,21.735,0.88
44.615,21.795,0.85
44.615,21.855,0.79
44.615,21.915,0.72
44.615,21.975,0.66
44.615,22.035,0.68
44.615,22.095,0.89
44.615,22.155,0.86
44.615,22.215,0.81
44.615,22.275,0.66
44.615,22.335,0.81
44.615,22.395,0.80
44.615,22.455,0.77
44.615,22.515,0.65
44.615,22.575,0.62
44.615,22.635,0.64
44.615,22.695,0.65
44.615,22.755,0.64
44.615,22.815,0.69
44.615,22.875,0.66
44.615,22.935,0.67
44.615,22.995,0.65
44.615,23.055,0.65
44.615,23.115,0.67
44.615,23.175,0.66
44.615,23.235,0.67
44.615,23.295,0.69
44.615,23.355,0.71
44.675,18.375,0.87
44.675,18.435,0.88
44.675,18.495,0.86
44.675,18.555,0.92
44.675,18.615,0.98
44.675,18.675,1.01
44.675,18.735,0.92
44.675,18.795,0.94
44.675,18.855,1.01
44.675,18.915,0.98
44.675,18.975,0.90
44.675,19.035,0.90
44.675,19.095,0.90
44.675,19.155,0.89
44.675,19.215,0.89
44.675,19.275,0.87
44.675,19.335,0.85
44.675,19.395,0.82
44.675,19.455,0.79
44.675,19.515,0.79
44.675,19.575,0.79
44.675,19.635,0.79
44.675,19.695,0.78
44.675,19.755,0.78
44.675,19.815,0.75
44.675,19.875,0.75
44.675,19.935,0.76
44.675,19.995,0.72
44.675,20.055,0.76
44.675,20.115,0.75
44.675,20.175,0.74
44.675,20.235,0.73
44.675,20.295,0.72
44.675,20.355,0.74
44.675,20.415,0.74
44.675,20.475,0.71
44.675,20.535,0.72
44.675,20.595,0.68
44.675,20.655,0.68
44.675,20.715,0.67
44.675,20.775,0.66
44.675,20.835,0.65
44.675,20.895,0.65
44.675,20.955,0.64
44.675,21.015,0.63
44.675,21.075,0.63
44.675,21.135,0.62
44.675,21.195,0.63
44.675,21.255,0.65
44.675,21.315,0.67
44.675,21.375,0.68
44.675,21.435,0.69
44.675,21.495,0.69
44.675,21.555,0.75
44.675,21.615,0.70
44.675,21.675,0.70
44.675,21.735,0.80
44.675,21.795,0.79
44.675,21.855,0.71
44.675,21.915,0.71
44.675,21.975,0.73
44.675,22.035,0.69
44.675,22.095,0.79
44.675,22.155,0.94
44.675,22.215,0.87
44.675,22.275,0.82
44.675,22.335,0.73
44.675,22.395,0.71
44.675,22.455,0.78
44.675,22.515,0.69
44.675,22.575,0.68
44.675,22.635,0.65
44.675,22.695,0.66
44.675,22.755,0.66
44.675,22.815,0.68
44.675,22.875,0.69
44.675,22.935,0.66
44.675,22.995,0.66
44.675,23.055,0.68
44.675,23.115,0.66
44.675,23.175,0.68
44.675,23.235,0.70
44.675,23.295,0.70
44.675,23.355,0.70
44.735,18.375,0.92
44.735,18.435,0.84
44.735,18.495,0.82
44.735,18.555,0.90
44.735,18.615,0.96
44.735,18.675,1.01
44.735,18.735,0.93
44.735,18.795,0.91
44.735,18.855,0.90
44.735,18.915,0.89
44.735,18.975,0.90
44.735,19.035,0.92
44.735,19.095,0.92
44.735,19.155,0.90
44.735,19.215,0.88
44.735,19.275,0.86
44.735,19.335,0.84
44.735,19.395,0.83
44.735,19.455,0.80
44.735,19.515,0.79
44.735,19.575,0.78
44.735,19.635,0.77
44.735,19.695,0.79
44.735,19.755,0.78
44.735,19.815,0.77
44.735,19.875,0.77
44.735,19.935,0.75
44.735,19.995,0.71
44.735,20.055,0.75
44.735,20.115,0.75
44.735,20.175,0.74
44.735,20.235,0.73
44.735,20.295,0.72
44.735,20.355,0.71
44.735,20.415,0.72
44.735,20.475,0.69
44.735,20.535,0.70
44.735,20.595,0.66
44.735,20.655,0.66
44.735,20.715,0.67
44.735,20.775,0.67
44.735,20.835,0.67
44.735,20.895,0.65
44.735,20.955,0.65
44.735,21.015,0.64
44.735,21.075,0.63
44.735,21.135,0.63
44.735,21.195,0.64
44.735,21.255,0.64
44.735,21.315,0.67
44.735,21.375,0.68
44.735,21.435,0.66
44.735,21.495,0.68
44.735,21.555,0.70
44.735,21.615,0.72
44.735,21.675,0.76
44.735,21.735,0.91
44.735,21.795,0.88
44.735,21.855,0.85
44.735,21.915,0.86
44.735,21.975,0.82
44.735,22.035,0.87
44.735,22.095,0.88
44.735,22.155,1.09
44.735,22.215,1.02
44.735,22.275,1.06
44.735,22.335,0.83
44.735,22.395,0.79
44.735,22.455,0.73
44.735,22.515,0.79
44.735,22.575,0.76
44.735,22.635,0.65
44.735,22.695,0.68
44.735,22.755,0.66
44.735,22.815,0.67
44.735,22.875,0.66
44.735,22.935,0.66
44.735,22.995,0.68
44.735,23.055,0.66
44.735,23.115,0.69
44.735,23.175,0.70
44.735,23.235,0.68
44.735,23.295,0.70
44.735,23.355,0.69
44.795,18.375,0.83
44.795,18.435,0.79
44.795,18.495,0.80
44.795,18.555,0.78
44.795,18.615,0.78
44.795,18.675,0.89
44.795,18.735,0.90
44.795,18.795,0.91
44.795,18.855,0.91
44.795,18.915,0.90
44.795,18.975,0.90
44.795,19.035,0.89
44.795,19.095,0.90
44.795,19.155,0.87
44.795,19.215,0.86
44.795,19.275,0.85
44.795,19.335,0.83
44.795,19.395,0.80
44.795,19.455,0.79
44.795,19.515,0.77
44.795,19.575,0.76
44.795,19.635,0.76
44.795,19.695,0.80
44.795,19.755,0.76
44.795,19.815,0.77
44.795,19.875,0.76
44.795,19.935,0.75
44.795,19.995,0.71
44.795,20.055,0.74
44.795,20.115,0.74
44.795,20.175,0.74
44.795,20.235,0.74
44.795,20.295,0.75
44.795,20.355,0.71
44.795,20.415,0.70
44.795,20.475,0.70
44.795,20.535,0.70
44.795,20.595,0.69
44.795,20.655,0.68
44.795,20.715,0.68
44.795,20.775,0.68
44.795,20.835,0.68
44.795,20.895,0.68
44.795,20.955,0.67
44.795,21.015,0.66
44.795,21.075,0.65
44.795,21.135,0.65
44.795,21.195,0.63
44.795,21.255,0.63
44.795,21.315,0.64
44.795,21.375,0.68
44.795,21.435,0.79
44.795,21.495,0.74
44.795,21.555,0.73
44.795,21.615,0.82
44.795,21.675,0.91
44.795,21.735,0.91
44.795,21.795,0.93
44.795,21.855,0.88
44.795,21.915,1.00
44.795,21.975,1.04
44.795,22.035,1.08
44.795,22.095,1.09
44.795,22.155,1.41
44.795,22.215,1.27
44.795,22.275,1.14
44.795,22.335,1.10
44.795,22.395,0.79
44.795,22.455,0.87
44.795,22.515,0.75
44.795,22.575,0.77
44.795,22.635,0.79
44.795,22.695,0.75
44.795,22.755,0.70
44.795,22.815,0.67
44.795,22.875,0.65
44.795,22.935,0.65
44.795,22.995,0.65
44.795,23.055,0.68
44.795,23.115,0.67
44.795,23.175,0.69
44.795,23.235,0.71
44.795,23.295,0.68
44.795,23.355,0.71
44.855,18.375,0.81
44.855,18.435,0.81
44.855,18.495,0.81
44.855,18.555,0.80
44.855,18.615,0.80
44.855,18.675,0.80
44.855,18.735,0.92
44.855,18.795,0.92
44.855,18.855,0.91
44.855,18.915,0.90
44.855,18.975,0.89
44.855,19.035,0.86
44.855,19.095,0.84
44.855,19.155,0.82
44.855,19.215,0.81
44.855,19.275,0.80
44.855,19.335,0.79
44.855,19.395,0.80
44.855,19.455,0.77
44.855,19.515,0.76
44.855,19.575,0.75
44.855,19.635,0.74
44.855,19.695,0.75
44.855,19.755,0.74
44.855,19.815,0.76
44.855,19.875,0.76
44.855,19.935,0.75
44.855,19.995,0.71
44.855,20.055,0.75
44.855,20.115,0.74
44.855,20.175,0.74
44.855,20.235,0.74
44.855,20.295,0.73
44.855,20.355,0.73
44.855,20.415,0.72
44.855,20.475,0.71
44.855,20.535,0.70
44.855,20.595,0.70
44.855,20.655,0.70
44.855,20.715,0.70
44.855,20.775,0.70
44.855,20.835,0.70
44.855,20.895,0.69
44.855,20.955,0.68
44.855,21.015,0.67
44.855,21.075,0.68
44.855,21.135,0.67
44.855,21.195,0.64
44.855,21.255,0.63
44.855,21.315,0.64
44.855,21.375,0.65
44.855,21.435,0.67
44.855,21.495,0.70
44.855,21.555,0.73
44.855,21.615,0.84
44.855,21.675,0.78
44.855,21.735,0.87
44.855,21.795,0.88
44.855,21.855,0.85
44.855,21.915,0.81
44.855,21.975,0.85
44.855,22.035,0.90
44.855,22.095,0.98
44.855,22.155,1.14
44.855,22.215,1.26
44.855,22.275,1.33
44.855,22.335,1.13
44.855,22.395,0.82
44.855,22.455,1.03
44.855,22.515,0.85
44.855,22.575,0.78
44.855,22.635,0.81
44.855,22.695,0.74
44.855,22.755,0.75
44.855,22.815,0.69
44.855,22.875,0.67
44.855,22.935,0.67
44.855,22.995,0.67
44.855,23.055,0.67
44.855,23.115,0.68
44.855,23.175,0.67
44.855,23.235,0.66
44.855,23.295,0.67
44.855,23.355,0.69
44.915,18.375,0.80
44.915,18.435,0.80
44.915,18.495,0.81
44.915,18.555,0.80
44.915,18.615,0.80
44.915,18.675,0.80
44.915,18.735,0.79
44.915,18.795,0.91
44.915,18.855,0.91
44.915,18.915,0.88
44.915,18.975,0.87
44.915,19.035,0.85
44.915,19.095,0.83
44.915,19.155,0.81
44.915,19.215,0.80
44.915,19.275,0.78
44.915,19.335,0.79
44.915,19.395,0.78
44.915,19.455,0.76
44.915,19.515,0.74
44.915,19.575,0.74
44.915,19.635,0.74
44.915,19.695,0.73
44.915,19.755,0.72
44.915,19.815,0.72
44.915,19.875,0.73
44.915,19.935,0.73
44.915,19.995,0.71
44.915,20.055,0.74
44.915,20.115,0.75
44.915,20.175,0.74
44.915,20.235,0.73
44.915,20.295,0.73
44.915,20.355,0.73
44.915,20.415,0.73
44.915,20.475,0.72
44.915,20.535,0.72
44.915,20.595,0.72
44.915,20.655,0.71
44.915,20.715,0.71
44.915,20.775,0.71
44.915,20.835,0.70
44.915,20.895,0.69
44.915,20.955,0.69
44.915,21.015,0.69
44.915,21.075,0.68
44.915,21.135,0.68
44.915,21.195,0.67
44.915,21.255,0.64
44.915,21.315,0.65
44.915,21.375,0.66
44.915,21.435,0.68
44.915,21.495,0.70
44.915,21.555,0.73
44.915,21.615,0.76
44.915,21.675,0.79
44.915,21.735,0.83
44.915,21.795,0.91
44.915,21.855,1.09
44.915,21.915,1.04
44.915,21.975,0.99
44.915,22.035,1.03
44.915,22.095,1.05
44.915,22.155,1.05
44.915,22.215,1.12
44.915,22.275,1.11
44.915,22.335,0.97
44.915,22.395,0.96
44.915,22.455,0.91
44.915,22.515,0.97
44.915,22.575,0.86
44.915,22.635,0.76
44.915,22.695,0.77
44.915,22.755,0.80
44.915,22.815,0.76
44.915,22.875,0.70
44.915,22.935,0.70
44.915,22.995,0.68
44.915,23.055,0.68
44.915,23.115,0.66
44.915,23.175,0.65
44.915,23.235,0.68
44.915,23.295,0.69
44.915,23.355,0.71
44.975,18.375,0.83
44.975,18.435,0.82
44.975,18.495,0.82
44.975,18.555,0.81
44.975,18.615,0.81
44.975,18.675,0.80
44.975,18.735,0.79
44.975,18.795,0.89
44.975,18.855,0.88
44.975,18.915,0.87
44.975,18.975,0.87
44.975,19.035,0.84
44.975,19.095,0.82
44.975,19.155,0.81
44.975,19.215,0.79
44.975,19.275,0.78
44.975,19.335,0.79
44.975,19.395,0.77
44.975,19.455,0.76
44.975,19.515,0.74
44.975,19.575,0.74
44.975,19.635,0.73
44.975,19.695,0.72
44.975,19.755,0.71
44.975,19.815,0.71
44.975,19.875,0.71
44.975,19.935,0.71
44.975,19.995,0.72
44.975,20.055,0.73
44.975,20.115,0.74
44.975,20.175,0.73
44.975,20.235,0.72
44.975,20.295,0.72
44.975,20.355,0.72
44.975,20.415,0.72
44.975,20.475,0.72
44.975,20.535,0.73
44.975,20.595,0.73
44.975,20.655,0.72
44.975,20.715,0.72
44.975,20.775,0.71
44.975,20.835,0.70
44.975,20.895,0.69
44.975,20.955,0.69
44.975,21.015,0.68
44.975,21.075,0.67
44.975,21.135,0.68
44.975,21.195,0.68
44.975,21.255,0.67
44.975,21.315,0.67
44.975,21.375,0.68
44.975,21.435,0.69
44.975,21.495,0.71
44.975,21.555,0.74
44.975,21.615,0.77
44.975,21.675,0.82
44.975,21.735,0.86
44.975,21.795,1.07
44.975,21.855,1.24
44.975,21.915,1.24
44.975,21.975,1.11
44.975,22.035,1.28
44.975,22.095,1.25
44.975,22.155,1.19
44.975,22.215,1.18
44.975,22.275,0.98
44.975,22.335,0.93
44.975,22.395,0.98
44.975,22.455,1.23
44.975,22.515,1.18
44.975,22.575,1.06
44.975,22.635,0.78
44.975,22.695,0.78
44.975,22.755,0.76
44.975,22.815,0.80
44.975,22.875,0.71
44.975,22.935,0.69
44.975,22.995,0.69
44.975,23.055,0.68
44.975,23.115,0.67
44.975,23.175,0.66
44.975,23.235,0.67
44.975,23.295,0.69
44.975,23.355,0.71
45.035,18.375,0.83
45.035,18.435,0.93
45.035,18.495,0.93
45.035,18.555,0.92
45.035,18.615,0.90
45.035,18.675,0.90
45.035,18.735,0.89
45.035,18.795,0.86
45.035,18.855,0.86
45.035,18.915,0.87
45.035,18.975,0.86
45.035,19.035,0.83
